	Game	Year	Genre	Publisher	North America	Europe	Japan	Rest of World	Global
377	Song of the Deep	2016	Action	Insomniac Games	120000.0	0.0	0.0	30000.0	150000.0
378	Super Robot Wars V	2017	Role-Playing	Namco Bandai Games	0.0	0.0	150000.0	0.0	150000.0
379	Blue Reflection: Maboroshi ni Mau - Shoujo no Ken	2017	Role-Playing	Tecmo Koei	70000.0	0.0	60000.0	20000.0	150000.0
380	Yonmegami Online: Cyber Dimension Neptune	2017	Role-Playing	Idea Factory International	60000.0	0.0	70000.0	10000.0	140000.0
381	Grand Kingdom	2015	Role-Playing	NIS America	80000.0	0.0	40000.0	20000.0	140000.0
382	Arslan: The Warriors of Legend	2016	Action	Tecmo Koei	30000.0	40000.0	60000.0	10000.0	140000.0
383	Pro Cycling Manager 2016	2016	Sports	Focus Home Interactive	0.0	120000.0	0.0	20000.0	140000.0
384	Shovel Knight	2015	Platform	Yacht Club Games	80000.0	40000.0	0.0	20000.0	140000.0
385	Adventure Time: Finn & Jake Investigations	2015	Action	Little Orbit	70000.0	50000.0	0.0	20000.0	140000.0
386	Guilty Gear Xrd -Revelator-	2016	Fighting	PQube	60000.0	0.0	70000.0	10000.0	140000.0
387	We Happy Few	2018	Action-Adventure	Gearbox Software	80000.0	40000.0	0.0	20000.0	140000.0
388	Rocksmith 2014 Edition Remastered	2016	Music	Ubisoft	110000.0	0.0	0.0	30000.0	140000.0
389	The Crew: Wild Run	2015	Racing	Ubisoft	0.0	120000.0	0.0	20000.0	140000.0
390	MXGP 2	2016	Racing	Milestone S.r.l.	50000.0	60000.0	0.0	20000.0	130000.0
391	MotoGP 17	2017	Racing	Koch Media	40000.0	70000.0	0.0	20000.0	130000.0
392	Fairy Fencer F: Advent Dark Force	2015	Role-Playing	Idea Factory International	60000.0	0.0	60000.0	10000.0	130000.0
393	Samurai Warriors 4-II	2015	Action	Tecmo Koei	40000.0	20000.0	70000.0	10000.0	140000.0
394	The Golf Club	2014	Sports	Ravenscourt	90000.0	20000.0	0.0	20000.0	130000.0
395	Hatsune Miku: Project Diva X	2016	Music	Sega	80000.0	0.0	40000.0	20000.0	140000.0
396	NASCAR Heat 2	2017	Racing	505 Games	110000.0	0.0	0.0	20000.0	130000.0
397	Bulletstorm: Full Clip Edition	2017	Shooter	Gearbox Software	50000.0	60000.0	0.0	20000.0	130000.0
398	Valentino Rossi: The Game	2016	Racing	Namco Bandai Games	50000.0	50000.0	0.0	20000.0	120000.0
399	Golf Club 2	2017	Sports	Maximum Games	50000.0	60000.0	0.0	20000.0	130000.0
400	Akiba's Trip 2	2014	Action	Acquire	90000.0	0.0	20000.0	20000.0	130000.0
401	Rugby 15	2015	Sports	Bigben Interactive	50000.0	60000.0	0.0	20000.0	130000.0
402	Utawarerumono: Futari no Hakuoro	2016	Visual Novel	Atlus	50000.0	0.0	70000.0	10000.0	130000.0
403	The Legend of Heroes: Trails of Cold Steel III	2017	Role-Playing	Nihon Falcom Corporation	0.0	0.0	130000.0	0.0	130000.0
404	Utawarerumono: Itsuwari no Kamen	2015	Adventure	Deep Silver	50000.0	0.0	70000.0	10000.0	130000.0
405	The Inpatient	2018	Action	Sony Interactive Entertainment	60000.0	50000.0	0.0	20000.0	130000.0
406	Don Bradman Cricket 14	2015	Sports	Tru Blu Entertainment	10000.0	90000.0	0.0	20000.0	120000.0
407	Sword Art Online: Hollow Fragment	2015	Role-Playing	Namco Bandai Games	0.0	110000.0	0.0	20000.0	130000.0
408	Teenage Mutant Ninja Turtles: Mutants in Manhattan	2016	Action	Activision	70000.0	30000.0	0.0	20000.0	120000.0
409	Job Simulator	2017	Simulation	Sony Interactive Entertainment	100000.0	0.0	0.0	20000.0	120000.0
410	Portal Knights	2017	Role-Playing	505 Games	20000.0	50000.0	30000.0	10000.0	110000.0
411	Samurai Warriors 4: Empires	2015	Action	Tecmo Koei	30000.0	10000.0	70000.0	10000.0	120000.0
412	Danganronpa 1o2 Reload	2017	Adventure	NIS America	80000.0	0.0	20000.0	20000.0	120000.0
413	God Eater 2: Rage Burst	2015	Role-Playing	Namco Bandai Games	0.0	10000.0	110000.0	0.0	120000.0
414	America's Greatest Game Shows: Wheel of Fortune & Jeopardy!	2017	Misc	Ubisoft	100000.0	0.0	0.0	20000.0	120000.0
415	Marvel's Guardians of the Galaxy: The Telltale Series	2017	Adventure	Warner Bros. Interactive Entertainment	60000.0	40000.0	0.0	20000.0	120000.0
416	Digimon Story: Cyber Sleuth	2016	Role-Playing	Namco Bandai Games	0.0	100000.0	0.0	20000.0	120000.0
417	Constructor HD	2017	Strategy	System 3	90000.0	0.0	0.0	20000.0	110000.0
418	Minecraft: Story Mode - Season Two	2017	Adventure	Telltale Games	90000.0	0.0	0.0	20000.0	110000.0
419	Darksiders: Warmastered Edition	2016	Action-Adventure	THQ Nordic	70000.0	20000.0	0.0	20000.0	110000.0
420	Mighty No. 9	2016	Platform	Deep Silver	90000.0	0.0	0.0	20000.0	110000.0
421	The Invisible Hours	2017	Adventure	GameTrust	90000.0	0.0	0.0	20000.0	110000.0
422	Monster Energy Supercross - The Official Videogame	2018	Racing	Milestone S.r.l.	80000.0	10000.0	0.0	20000.0	110000.0
423	The Idolmaster: Platinum Stars	2016	Simulation	Namco Bandai Games	0.0	0.0	110000.0	0.0	110000.0
424	The Witch and the Hundred Knight	2015	Role-Playing	NIS America	30000.0	10000.0	60000.0	10000.0	110000.0
425	SD Gundam G Generation Genesis	2016	Strategy	Namco Bandai Games	0.0	0.0	110000.0	0.0	110000.0
426	Rime	2017	Adventure	Grey Box	20000.0	70000.0	0.0	20000.0	110000.0
427	Super Robot Wars OG: The Moon Dwellers	2016	Misc	Namco Bandai Games	0.0	0.0	110000.0	0.0	110000.0
428	Gundam Breaker 3	2016	Action	Namco Bandai Games	0.0	0.0	110000.0	0.0	110000.0
429	Earth Defense Force 2025.1: The Shadow of New Despair	2015	Shooter	D3Publisher	0.0	0.0	110000.0	0.0	110000.0
430	Shadow Warrior (2013)	2014	Shooter	Devolver Digital	0.0	90000.0	0.0	20000.0	110000.0
431	Assassin's Creed Chronicles	2016	Action	Ubisoft	20000.0	50000.0	20000.0	10000.0	100000.0
432	Mega Man Legacy Collection	2016	Platform	Capcom	90000.0	0.0	0.0	20000.0	110000.0
433	Pac-Man Championship Edition 2 + Arcade Game Series	2017	Action	Namco Bandai Games	80000.0	0.0	0.0	20000.0	100000.0
434	Tokyo Xanadu eX+	2016	Role-Playing	Nihon Falcom Corporation	50000.0	0.0	50000.0	10000.0	110000.0
435	Stardew Valley	2017	Simulation	505 Games	40000.0	40000.0	0.0	20000.0	100000.0
436	Romance of the Three Kingdoms 13	2015	Action	Tecmo Koei	30000.0	0.0	60000.0	10000.0	100000.0
437	Musou Stars	2017	Action	Tecmo Koei	30000.0	0.0	60000.0	10000.0	100000.0
438	Mega Man Legacy Collection 2	2017	Action	Capcom	60000.0	0.0	20000.0	10000.0	90000.0
439	Final Fantasy XIV Online Complete Edition	2017	MMO	Square Enix	70000.0	0.0	20000.0	20000.0	110000.0
440	Devil May Cry 4	2015	Action	Capcom	10000.0	0.0	90000.0	0.0	100000.0
441	Puyo Puyo Tetris	2014	Puzzle	Sega	50000.0	30000.0	0.0	20000.0	100000.0
442	Natural Doctrine	2014	Role-Playing	NIS America	50000.0	20000.0	20000.0	10000.0	100000.0
443	Sudden Strike 4	2017	Strategy	Kalypso Media	50000.0	30000.0	10000.0	20000.0	110000.0
444	Accel World vs. Sword Art Online: Millennium Twilight	2017	Action	Namco Bandai Games	0.0	30000.0	60000.0	10000.0	100000.0
445	Wolfenstein The Two Pack	2017	Shooter	Bethesda Softworks	80000.0	0.0	0.0	20000.0	100000.0
446	Guilty Gear Xrd REV 2	2017	Fighting	PQube	40000.0	10000.0	30000.0	10000.0	90000.0
448	Let's Sing 2016	2015	Music	Ravenscourt	80000.0	0.0	0.0	20000.0	100000.0
449	Resident Evil 4 HD	2016	Action-Adventure	Capcom	70000.0	0.0	10000.0	20000.0	100000.0
450	Nights of Azure 2	2017	Action	Tecmo Koei	40000.0	0.0	40000.0	10000.0	90000.0
451	The Technomancer	2016	Role-Playing	Focus Home Interactive	40000.0	40000.0	0.0	20000.0	100000.0
452	Nights of Azure	2015	Action	Tecmo Koei	40000.0	40000.0	0.0	20000.0	100000.0
453	Taiko no Tatsujin: Drum Session!	2017	Music	Namco Bandai Games	0.0	0.0	90000.0	0.0	90000.0
454	Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden	2016	Strategy	Tecmo Koei	30000.0	0.0	60000.0	10000.0	100000.0
455	Grand Ages: Medieval	2015	Strategy	Kalypso Media	0.0	50000.0	30000.0	10000.0	90000.0
456	Rugby League Live 4	2017	Sports	Tru Blu Entertainment	0.0	80000.0	0.0	10000.0	90000.0
457	Toy Soldiers: War Chest	2015	Action	Ubisoft	70000.0	0.0	0.0	20000.0	90000.0
458	God Eater Resurrection	2015	Action	Namco Bandai Games	0.0	0.0	90000.0	0.0	90000.0
459	Paragon	2016	Action	Sony Interactive Entertainment	70000.0	0.0	0.0	20000.0	90000.0
460	Summon Night 6: Lost Borders	2016	Role-Playing	Gaijinworks	30000.0	0.0	50000.0	10000.0	90000.0
461	Black Rose Valkyrie	2016	Role-Playing	Idea Factory International	40000.0	0.0	40000.0	10000.0	90000.0
462	Duke Nukem 3D: 20th Anniversary World Tour	2016	Shooter	Gearbox Software	70000.0	0.0	0.0	20000.0	90000.0
463	ATV Drift & Tricks	2017	Racing	Funbox Media	70000.0	0.0	0.0	20000.0	90000.0
464	Yoru no Nai Kuni	2015	Role-Playing	Tecmo Koei	0.0	0.0	90000.0	0.0	90000.0
465	Lara Croft and the Temple of Osiris	2014	Action	Square Enix	0.0	70000.0	0.0	10000.0	80000.0
467	Ghostbusters (2016)	2016	Action	Activision	70000.0	0.0	0.0	20000.0	90000.0
468	Agatha Christie's The ABC Murders	2016	Adventure	Microids	50000.0	20000.0	0.0	20000.0	90000.0
469	Shantae: Half-Genie Hero	2016	Platform	Xseed Games	60000.0	0.0	10000.0	10000.0	80000.0
470	Earth Defense Force 4.1: The Shadow of New Despair	2015	Shooter	PQube	50000.0	20000.0	0.0	10000.0	80000.0
471	The Sexy Brutale	2017	Adventure	Badland Studio	50000.0	20000.0	0.0	10000.0	80000.0
472	Legend of Kay	2015	Action	Nordic Games	30000.0	30000.0	0.0	10000.0	70000.0
473	Hasbro Family Fun Pack Conquest Edition	2016	Misc	Ubisoft	70000.0	0.0	0.0	20000.0	90000.0
474	Loading Human	2016	Adventure	Maximum Games	50000.0	20000.0	0.0	10000.0	80000.0
475	Rapala Fishing Pro Series	2017	Simulation	GameMill	60000.0	0.0	0.0	20000.0	80000.0
476	Atelier Firis: The Alchemist of the Mysterious Journey	2016	Role-Playing	Tecmo Koei	20000.0	0.0	50000.0	10000.0	80000.0
477	Dead Rising	2016	Action	Capcom	40000.0	0.0	20000.0	10000.0	70000.0
478	Assetto Corsa	2016	Racing	505 Games	0.0	60000.0	10000.0	10000.0	80000.0
479	Akiba's Beat	2016	Action	PQube	50000.0	0.0	10000.0	10000.0	70000.0
480	WRC 6	2016	Racing	PQube	30000.0	20000.0	10000.0	10000.0	70000.0
481	God Wars: Future Past	2017	Role-Playing	NIS America	30000.0	10000.0	20000.0	10000.0	70000.0
482	Resident Evil 5 HD	2016	Action	Capcom	50000.0	0.0	10000.0	10000.0	70000.0
483	The Witch and the Hundred Knights 2	2017	Role-Playing	Nippon Ichi Software	30000.0	0.0	30000.0	10000.0	70000.0
484	Samurai Warriors: Sanada Maru	2016	Action	Tecmo Koei	20000.0	0.0	50000.0	10000.0	80000.0
485	Project Setsuna	2016	Role-Playing	Square Enix	0.0	0.0	70000.0	0.0	70000.0
486	Has-Been Heroes	2017	Action	GameTrust	60000.0	0.0	0.0	10000.0	70000.0
487	Fortune Street: Dragon Quest & Final Fantasy 30th Anniversary	2017	Misc	Square Enix	0.0	0.0	70000.0	0.0	70000.0
488	Styx: Shards of Darknes	2017	Action	Focus Home Interactive	60000.0	0.0	0.0	10000.0	70000.0
489	Dead Rising 2	2016	Action	Capcom	40000.0	0.0	20000.0	10000.0	70000.0
490	The Book of Unwritten Tales 2	2015	Adventure	Nordic Games	0.0	60000.0	0.0	10000.0	70000.0
491	Touhou Genso Rondo: Bullet Ballet	2016	Shooter	NIS America	60000.0	0.0	0.0	10000.0	70000.0
492	The Walking Dead: A Telltale Series Collection	2017	Adventure	Warner Bros. Interactive Entertainment	60000.0	0.0	0.0	10000.0	70000.0
493	The Silver Case	2017	Visual Novel	NIS America	50000.0	0.0	10000.0	10000.0	70000.0
494	Hunting Simulator	2017	Shooter	Bigben Interactive	60000.0	0.0	0.0	10000.0	70000.0
495	WRC 7	2017	Racing	Bigben Interactive	60000.0	0.0	0.0	10000.0	70000.0
496	Kamen Rider: Battride War Genesis	2016	Action	Namco Bandai Games	0.0	0.0	70000.0	0.0	70000.0
497	Le Tour de France 2017	2017	Simulation	Focus Home Interactive	0.0	60000.0	0.0	10000.0	70000.0
498	City Shrouded in Shadow	2017	Action-Adventure	Namco Bandai Games	0.0	0.0	70000.0	0.0	70000.0
499	SG/ZH: School Girl/Zombie Hunter	2017	Action	Aksys Games	40000.0	0.0	20000.0	10000.0	70000.0
500	Broken Sword 5: The Serpent's Curse	2015	Adventure	Revolution Software	0.0	60000.0	0.0	10000.0	70000.0
501	Terraria	2014	Action	505 Games	0.0	50000.0	10000.0	10000.0	70000.0
502	Warhammer: The End Times - Vermintide	2016	Action	Games Workshop	30000.0	30000.0	0.0	10000.0	70000.0
503	Batman: The Enemy Within	2017	Adventure	Telltale Games	50000.0	0.0	0.0	10000.0	60000.0
504	Atari Flashback Classics: Volume 1	2016	Misc	Atari	50000.0	0.0	0.0	10000.0	60000.0
505	Legend of Kay Anniversary	2015	Action	Nordic Games	0.0	60000.0	0.0	10000.0	70000.0
506	Steins;Gate 0	2015	Adventure	PQube	0.0	0.0	70000.0	0.0	70000.0
507	ZombiU	2016	Action	Ubisoft	0.0	40000.0	10000.0	10000.0	60000.0
508	Risen 3: Titan Lords	2015	Role-Playing	Deep Silver	0.0	60000.0	0.0	10000.0	70000.0
509	Mark McMorris Infinite Air	2016	Sports	Maximum Games	50000.0	0.0	0.0	10000.0	60000.0
510	Dead or Alive Xtreme 3: Fortune	2016	Sports	Tecmo Koei	0.0	0.0	60000.0	0.0	60000.0
511	Birthdays the Beginning	2017	Misc	NIS America	50000.0	0.0	0.0	10000.0	60000.0
512	Rugby 18	2017	Sports	Koch Media	50000.0	0.0	0.0	10000.0	60000.0
513	The Binding of Isaac	2017	Misc	Nicalis	50000.0	0.0	0.0	10000.0	60000.0
514	Sherlock Holmes: The Devil's Daughter	2016	Adventure	Bigben Interactive	50000.0	0.0	0.0	10000.0	60000.0
515	Atelier Liddy and Soeur: Alchemists of the Mysterious Painting	2017	Role-Playing	Tecmo Koei	30000.0	0.0	30000.0	10000.0	70000.0
516	MX vs. ATV Supercross Encore	2015	Sports	Nordic Games	0.0	50000.0	0.0	10000.0	60000.0
517	MX vs ATV Supercross Encore 2017 Track Edition	2017	Racing	THQ Nordic	50000.0	0.0	0.0	10000.0	60000.0
518	Sword Art Online: Game Director's Edition	2015	Role-Playing	Namco Bandai Games	0.0	0.0	60000.0	0.0	60000.0
519	Deformers	2017	Action	Ready at Dawn	50000.0	0.0	0.0	10000.0	60000.0
520	Nobunaga no Yabou: Souzou	2014	Strategy	Tecmo Koei	0.0	0.0	60000.0	0.0	60000.0
521	Dragon Quest X: All in One Package	2017	Role-Playing	Square Enix	0.0	0.0	60000.0	0.0	60000.0
522	Yomawari: Midnight Shadows	2017	Action	NIS America	20000.0	0.0	40000.0	0.0	60000.0
523	Game of Thrones (Telltale)	2015	Adventure	Telltale Games	50000.0	0.0	0.0	10000.0	60000.0
524	Atari Flashback Classics: Volume 2	2016	Misc	Atari	50000.0	0.0	0.0	10000.0	60000.0
525	Outcast: Second Contact	2017	Adventure	Maximum Games	50000.0	0.0	0.0	10000.0	60000.0
526	Cartoon Network Battle Crashers	2016	Action	Maximum Games	50000.0	0.0	0.0	10000.0	60000.0
527	Handball 16	2015	Sports	Bigben Interactive	0.0	50000.0	0.0	10000.0	60000.0
528	Extinction	2018	Action	Maximum Games	50000.0	0.0	0.0	10000.0	60000.0
529	Rugby World Cup 2015	2015	Sports	Big Ben Interactive	0.0	50000.0	0.0	10000.0	60000.0
530	Exist Archive: The Other Side of the Sky	2015	Role-Playing	Aksys Games	20000.0	0.0	30000.0	0.0	50000.0
531	King's Quest: The Complete Collection	2016	Adventure	Activision	50000.0	0.0	0.0	10000.0	60000.0
532	Sine Mora	2017	Action	THQ Nordic	30000.0	10000.0	0.0	10000.0	50000.0
533	Aven Colony	2017	Strategy	Sold Out	40000.0	10000.0	0.0	10000.0	60000.0
534	Battle Chasers: Nightwar	2017	Role-Playing	THQ Nordic	30000.0	20000.0	0.0	10000.0	60000.0
535	WRC 5: FIA World Rally Championship	2015	Racing	Bigben Interactive	0.0	50000.0	0.0	10000.0	60000.0
536	Black Mirror	2017	Adventure	THQ Nordic	40000.0	0.0	0.0	10000.0	50000.0
537	Touhou Genso Wanderer	2017	Action	NIS America	40000.0	0.0	0.0	10000.0	50000.0
538	Arcania: Gothic 4	2015	Role-Playing	Nordic Games	40000.0	0.0	0.0	10000.0	50000.0
539	Starblood Arena VR	2017	Shooter	Sony Interactive Entertainment	40000.0	0.0	0.0	10000.0	50000.0
540	Hellblade	2018	Action-Adventure	505 Games	30000.0	10000.0	0.0	10000.0	50000.0
541	Bubsy: The Woolies Strike Back	2017	Platform	Accolade	40000.0	0.0	0.0	10000.0	50000.0
542	Nitroplus Blasterz: Heroines Infinite Duel	2015	Fighting	Marvelous Interactive	10000.0	10000.0	30000.0	0.0	50000.0
543	Nobunaga's Ambition: Creation	2014	Strategy	Tecmo Koei	40000.0	0.0	0.0	10000.0	50000.0
544	Child of Light	2014	Role-Playing	Ubisoft	0.0	10000.0	40000.0	0.0	50000.0
545	Phantasy Star Online 2 Episode 4: Deluxe Package	2017	Role-Playing	Sega	0.0	0.0	50000.0	0.0	50000.0
546	Saints Row: Gat out of Hell	2015	Action	Deep Silver	0.0	40000.0	0.0	10000.0	50000.0
547	Werewolves Within	2016	Misc	Ubisoft	40000.0	0.0	0.0	10000.0	50000.0
548	Demon Gaze 2	2017	Role-Playing	NIS America	40000.0	0.0	0.0	10000.0	50000.0
549	Real Farm	2017	Simulation	Soedesco	40000.0	0.0	0.0	10000.0	50000.0
550	Worms: WMD	2016	Strategy	Team17 Digital Ltd	20000.0	20000.0	0.0	10000.0	50000.0
551	Syberia III	2017	Adventure	Microids	40000.0	0.0	0.0	10000.0	50000.0
552	Sengoku Basara: Sanada Yukimura-Den	2016	Action	Capcom	0.0	0.0	50000.0	0.0	50000.0
553	Sengoku Basara 4: Sumeragi	2015	Action	Capcom	0.0	0.0	50000.0	0.0	50000.0
554	Sébastien Loeb Rally Evo	2016	Racing	Milestone S.r.l	0.0	40000.0	0.0	10000.0	50000.0
555	Don't Starve	2018	Adventure	505 Games	40000.0	0.0	0.0	10000.0	50000.0
556	Monster Jam: Crush It	2016	Racing	GameMill	40000.0	0.0	0.0	10000.0	50000.0
557	Prison Architect	2016	Simulation	Introversion Software	20000.0	20000.0	0.0	10000.0	50000.0
558	Assault Suit Leynos	2016	Shooter	Rising Star Games	40000.0	0.0	0.0	10000.0	50000.0
559	Tokyo Twilight Ghost Hunters Daybreak: Special Gigs	2016	Adventure	NIS America	40000.0	0.0	0.0	10000.0	50000.0
560	Overcooked	2016	Action	Sold Out	40000.0	0.0	0.0	10000.0	50000.0
561	Ben 10 (2017)	2017	Action	Outright Games	40000.0	0.0	0.0	10000.0	50000.0
562	Dead Alliance	2017	Shooter	Maximum Games	40000.0	0.0	0.0	10000.0	50000.0
563	Deer Hunter Reloaded	2017	Shooter	Maximum Games	40000.0	0.0	0.0	10000.0	50000.0
564	That's You	2017	Party	Sony Interactive Entertainment	40000.0	0.0	0.0	10000.0	50000.0
565	Raid: World War II	2017	Shooter	505 Games	40000.0	0.0	0.0	10000.0	50000.0
566	Hyperdimension Neptunia Victory II	2015	Role-Playing	Idea Factory International	0.0	0.0	40000.0	0.0	40000.0
567	Zero Escape The Nonary Games	2017	Adventure	Aksys Games	30000.0	0.0	10000.0	10000.0	50000.0
568	Rugby Challenge 3	2016	Sports	Alternative Software	0.0	40000.0	0.0	10000.0	50000.0
569	Vikings: Wolves of Midgard	2017	Action	Kalypso Media	30000.0	10000.0	0.0	10000.0	50000.0
570	INSIDE / LIMBO Double Pack	2017	Platform	505 Games	40000.0	0.0	0.0	10000.0	50000.0
571	The Talos Principle	2015	Puzzle	Nighthawk Interactive	0.0	40000.0	0.0	10000.0	50000.0
572	Megadimension Neptunia VIIR	2017	Role-Playing	Compile Heart	10000.0	0.0	30000.0	0.0	40000.0
573	R.B.I. Baseball 2016	2016	Sports	MLB.com	40000.0	0.0	0.0	10000.0	50000.0
574	Pure Farming 2018	2018	Simulation	Techland	20000.0	10000.0	0.0	10000.0	40000.0
575	Air Conflicts: Secret Wars	2016	Simulation	Nighthawk Interactive	30000.0	0.0	0.0	10000.0	40000.0
576	Anima - Gate of Memories	2016	Action	Avanquest	10000.0	20000.0	0.0	10000.0	40000.0
577	Axiom Verge	2017	Action	Badland Studio	30000.0	0.0	0.0	10000.0	40000.0
578	Unbox: Newbie's Adventure	2017	Action	Merge Games	30000.0	0.0	0.0	10000.0	40000.0
579	Here They Lie	2016	Adventure	Sony Interactive Entertainment	0.0	30000.0	0.0	10000.0	40000.0
580	Under Night In-Birth Exe:Latest	2017	Fighting	Arc System Works	10000.0	0.0	30000.0	0.0	40000.0
581	Aragami	2016	Action	Maximum Games	30000.0	0.0	0.0	10000.0	40000.0
